,Phase,adj_loc,sample_date,influent_composition,sample_type,location_code_orig,batch_end_or_start,biofilm_area_collected_cm2,total_ATP_gmean_nM,total_ATP_gstd_nM,extra_ATP_gmean_nM,extra_ATP_gstd_nM,intra_ATP_gmean_nM,intra_ATP_gstd_nM,total_ATP_gmean_ng_cm2,total_ATP_gstd_ng_cm2,extra_ATP_gmean_ng_cm2,extra_ATP_gstd_ng_cm2,intra_ATP_gmean_ng_cm2,intra_ATP_gstd_ng_cm2,total_ATP_gmean_nM_MDL,intra_ATP_gmean_nM_MDL,total_ATP_gmean_ng_cm2_MDL,intra_ATP_gmean_ng_cm2_MDL
178,Phase 2,conventional control loop,2/26/18,100% conventional,biofilm,Loop_5,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.00387011,1.0294394,0.003925482,1.023801413,0,1.451865975,NA,NA,0.00387011,4.73E-05
157,Phase 2,conventional control loop,3/5/18,100% conventional,bulkwater,Loop_5,Batch_End,NA,0.00071742,1.019490311,0.000719101,1.027680357,0,1.447579846,NA,NA,NA,NA,NA,NA,0.00071742,1.83E-05,NA,NA
275,Phase 2,conventional control loop,3/12/18,100% conventional,bulkwater,Loop_5,Batch_End,NA,0.001400876,1.042176073,0.001448052,1.05630544,0,1.483884143,NA,NA,NA,NA,NA,NA,0.001400876,1.83E-05,NA,NA
377,Phase 2,conventional control loop,3/19/18,100% conventional,bulkwater,Loop_5,Batch_End,NA,0.000862309,1.564370979,0.000719983,1.169874547,0.000142326,1.953423409,NA,NA,NA,NA,NA,NA,0.000862309,0.000142326,NA,NA
244,Phase 2,conventional control loop,3/26/18,100% conventional,biofilm,Loop_5,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.024057821,1.014959447,0.019618853,1.019996512,0.004438968,1.438935567,NA,NA,0.024057821,0.004438968
396,Phase 2,conventional control loop,3/26/18,100% conventional,bulkwater,Loop_5,Batch_End,NA,0.001529296,1.248618819,0.002338777,1.32593728,0,1.821306845,NA,NA,NA,NA,NA,NA,0.001529296,1.83E-05,NA,NA
405,not applicable,RO permeate,9/14/17,not applicable,bulkwater,RO_2stage,NA,NA,0.000192375,1.102339155,0.000107161,1.380998781,8.52E-05,1.767005729,NA,NA,NA,NA,NA,NA,0.000192375,8.52E-05,NA,NA
404,not applicable,RO permeate,9/21/17,not applicable,bulkwater,RO_2stage,NA,NA,0.000199889,1.02036541,3.56E-05,1.428893321,0.000164249,1.755813683,NA,NA,NA,NA,NA,NA,0.000199889,0.000164249,NA,NA
319,not applicable,RO permeate,9/26/17,not applicable,bulkwater,RO_2stage,NA,NA,0.000161955,1.003065557,0.000113307,1.087418505,4.86E-05,1.479398363,NA,NA,NA,NA,NA,NA,0.000161955,4.86E-05,NA,NA
530,not applicable,RO permeate,10/10/17,not applicable,bulkwater,RO_2stage,NA,NA,0.000127282,1.092155787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127282,NA,NA,NA
513,not applicable,RO permeate,11/7/17,not applicable,bulkwater,RO_2stage,NA,NA,0.000140495,1.058273375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000140495,NA,NA,NA
533,not applicable,RO permeate,11/14/17,not applicable,bulkwater,RO_2stage,NA,NA,0.00015146,1.111305689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015146,NA,NA,NA
491,not applicable,RO permeate,12/14/17,not applicable,bulkwater,RO_2stage,NA,NA,0.00011491,1.036504944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011491,NA,NA,NA
166,not applicable,RO permeate,9/14/17,not applicable,bulkwater,RO_3stage,NA,NA,9.26E-05,1.027413684,7.95E-05,1.024164859,1.31E-05,1.450686919,NA,NA,NA,NA,NA,NA,1.00E-04,1.83E-05,NA,NA
165,not applicable,RO permeate,9/21/17,not applicable,bulkwater,RO_3stage,NA,NA,0.000155949,1.024222871,2.56E-05,1.02675088,0.000130329,1.450258549,NA,NA,NA,NA,NA,NA,0.000155949,0.000130329,NA,NA
331,not applicable,RO permeate,9/26/17,not applicable,bulkwater,RO_3stage,NA,NA,0.000377232,1.12957076,0.000261831,1.098593455,0.000115401,1.575702282,NA,NA,NA,NA,NA,NA,0.000377232,0.000115401,NA,NA
473,not applicable,RO permeate,10/10/17,not applicable,bulkwater,RO_3stage,NA,NA,0.000104317,1.029627787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000104317,NA,NA,NA
752,not applicable,RO permeate,11/7/17,not applicable,bulkwater,RO_3stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,not applicable,RO permeate,11/14/17,not applicable,bulkwater,RO_3stage,NA,NA,0.000125313,1.015850974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000125313,NA,NA,NA
523,not applicable,RO permeate,12/14/17,not applicable,bulkwater,RO_3stage,NA,NA,0.000175351,1.075231809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000175351,NA,NA,NA
