"","Phase","adj_loc","sample_date","influent_composition","broad_location","location_code_orig","batch_end_or_start","batch_sample_date","temp_C","total_Cl2_mg.L","free_Cl2_mg.L"
"650","Phase 2","transition loops (Phase 2)",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-29,18.5,0.14,NA
"651","Phase 2","transition loops (Phase 2)",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-27,12.3,0.14,NA
"652","Phase 2","advanced blend loops",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-05,12.5,0.14,NA
"653","Phase 2","transition loops (Phase 2)",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-25,11.9,0.15,NA
"654","Phase 2","transition loops (Phase 2)",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-01,16.4,0.15,NA
"655","Phase 2","transition loops (Phase 2)",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-01,12.4,0.15,NA
"656","Phase 2","transition loops (Phase 2)",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-25,11.6,0.15,NA
"657","Phase 2","transition loops (Phase 2)",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-23,13.6,0.15,NA
"658","Phase 1","transition loops (Phase 1)",2017-12-26,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-26,14.4,0.16,NA
"659","Phase 1","transition loops (Phase 1)",2017-12-14,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-14,19,0.17,NA
"660","Phase 1","advanced blend loops",2017-12-26,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-26,13.5,0.17,NA
"661","Phase 2","advanced blend loops",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-22,10.2,0.17,NA
"662","Phase 2","transition loops (Phase 2)",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-01,15.9,0.17,NA
"664","Phase 1","transition loops (Phase 1)",2017-11-06,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-11-06,18.2,0.18,NA
"665","Phase 2","transition loops (Phase 2)",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-15,13.5,0.18,NA
"666","Phase 2","advanced blend loops",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-08,14.8,0.18,NA
"668","Phase 1","transition loops (Phase 1)",2017-11-13,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-11-13,16.9,0.19,NA
"669","Phase 1","conventional control loop",2017-12-26,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-26,13.1,0.19,NA
"670","Phase 2","advanced blend loops",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-22,10.3,0.19,NA
"671","Phase 2","transition loops (Phase 2)",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-12,15.7,0.19,NA
"674","Phase 1","advanced blend loops",2017-12-07,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-07,18.4,0.2,NA
"675","Phase 1","conventional control loop",2017-12-18,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-18,17.2,0.2,NA
"676","Phase 2","advanced blend loops",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-15,13.5,0.2,NA
"678","Phase 2","advanced blend loops",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-01,12.5,0.21,NA
"679","Phase 2","advanced blend loops",2018-03-26,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-26,10.8,0.21,NA
"682","Phase 2","transition loops (Phase 2)",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-08,19.2,0.22,NA
"683","Phase 1","advanced blend loops",2017-11-30,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-11-30,17.5,0.22,NA
"684","Phase 1","transition loops (Phase 1)",2017-12-18,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-18,18.1,0.22,NA
"685","Phase 2","advanced blend loops",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-01,15.9,0.22,NA
"686","Phase 1","transition loops (Phase 1)",2017-12-07,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-07,20.1,0.23,NA
"687","Phase 1","advanced blend loops",2017-12-11,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-11,19,0.23,NA
"688","Phase 2","advanced blend loops",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-25,11.6,0.23,NA
"689","Phase 2","advanced blend loops",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-12,18.1,0.23,NA
"691","Phase 2","transition loops (Phase 2)",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-01,17.5,0.25,NA
"692","Phase 2","advanced blend loops",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-01,11.2,0.25,NA
"693","Phase 2","transition loops (Phase 2)",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-15,15.5,0.26,NA
"694","Phase 2","transition loops (Phase 2)",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-22,10.2,0.26,NA
"695","Phase 2","advanced blend loops",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-08,15,0.26,NA
"697","Phase 1","advanced blend loops",2017-12-04,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-04,16,0.27,NA
"700","Phase 1","transition loops (Phase 1)",2017-10-30,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-10-30,18.9,0.28,NA
"701","Phase 1","transition loops (Phase 1)",2017-11-02,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-11-02,18.5,0.28,NA
"703","Phase 1","transition loops (Phase 1)",2018-01-05,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-05,19.9,0.29,NA
"704","Phase 1","transition loops (Phase 1)",2017-10-26,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-10-26,27.8,0.3,NA
"705","Phase 1","advanced blend loops",2017-12-11,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-11,19.7,0.3,NA
"706","Phase 1","advanced blend loops",2018-01-05,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-05,18.2,0.31,NA
"709","Phase 1","advanced blend loops",2017-12-14,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-14,17.1,0.32,NA
"710","Phase 1","conventional control loop",2017-12-14,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-14,16.7,0.32,NA
"711","Phase 1","advanced blend loops",2017-12-26,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-26,13.5,0.32,NA
"713","Phase 1","conventional control loop",2017-11-06,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-11-06,18.4,0.33,NA
"714","Phase 1","advanced blend loops",2017-12-07,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-07,18.8,0.34,NA
"715","Phase 1","advanced blend loops",2018-01-05,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-05,18.7,0.35,NA
"716","Phase 2","transition loops (Phase 2)",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-12,18.7,0.37,NA
"717","Phase 1","conventional control loop",2017-10-30,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-10-30,19,0.38,NA
"719","Phase 1","conventional control loop",2018-01-05,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-05,18.2,0.39,NA
"720","Phase 2","advanced blend loops",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-12,16,0.39,NA
"721","Phase 1","transition loops (Phase 1)",2017-12-21,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-21,9.7,0.4,NA
"722","Phase 1","transition loops (Phase 1)",2017-12-29,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-29,20.1,0.4,NA
"724","Phase 1","conventional control loop",2017-10-26,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-10-26,27.7,0.41,NA
"725","Phase 1","advanced blend loops",2017-12-14,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-14,17.9,0.41,NA
"726","Phase 1","conventional control loop",2017-12-21,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-21,9.4,0.41,NA
"727","Phase 2","advanced blend loops",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-08,19.3,0.42,NA
"728","Phase 1","conventional control loop",2017-12-29,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-29,18.5,0.43,NA
"730","Phase 1","advanced blend loops",2017-12-18,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-18,17.2,0.44,NA
"731","Phase 2","advanced blend loops",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-08,19.2,0.44,NA
"732","Phase 2","advanced blend loops",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-12,16.9,0.44,NA
"733","Phase 2","conventional control loop",2018-01-12,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-12,16,0.44,NA
"735","Phase 1","transition loops (Phase 1)",2017-11-06,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-11-06,21.1,0.45,NA
"736","Phase 2","advanced blend loops",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-15,15.2,0.45,NA
"737","Phase 2","conventional control loop",2018-01-18,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-18,15.7,0.48,NA
"738","Phase 1","transition loops (Phase 1)",2017-10-30,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-10-30,18.8,0.49,NA
"739","Phase 1","advanced blend loops",2017-12-21,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-21,10,0.49,NA
"740","Phase 2","transition loops (Phase 2)",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-15,15.1,0.5,NA
"742","Phase 2","transition loops (Phase 2)",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-18,16.5,0.5,NA
"744","Phase 2","advanced blend loops",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-15,15.1,0.52,NA
"746","Phase 2","transition loops (Phase 2)",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-18,16.1,0.53,NA
"747","Phase 1","advanced blend loops",2017-12-29,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-29,18.5,0.54,NA
"748","Phase 2","transition loops (Phase 2)",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-08,19.4,0.54,NA
"749","Phase 2","advanced blend loops",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-18,16.1,0.56,NA
"750","Phase 2","conventional control loop",2018-02-09,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-09,13.4,0.56,NA
"752","Phase 2","conventional control loop",2018-01-22,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-22,9.8,0.57,NA
"756","Phase 2","conventional control loop",2018-01-29,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-29,18.3,0.6,NA
"757","Phase 2","conventional control loop",2018-02-05,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-05,15,0.6,NA
"759","Phase 1","transition loops (Phase 1)",2018-01-01,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2018-01-01,12,0.61,NA
"762","Phase 1","advanced blend loops",2017-11-27,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-11-27,18.9,0.62,NA
"763","Phase 2","conventional control loop",2018-01-15,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-15,14.6,0.62,NA
"764","Phase 1","advanced blend loops",2017-11-13,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-11-13,16.1,0.64,NA
"765","Phase 1","advanced blend loops",2017-12-21,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-21,9.8,0.64,NA
"766","Phase 2","advanced blend loops",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-18,16.1,0.64,NA
"767","Phase 2","conventional control loop",2018-02-27,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-27,11,0.64,NA
"770","Phase 1","advanced blend loops",2018-01-01,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-01,12.2,0.66,NA
"771","Phase 2","conventional control loop",2018-03-26,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-26,10.6,0.66,NA
"772","Phase 1","advanced blend loops",2017-12-29,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-29,19.1,0.67,NA
"773","Phase 1","conventional control loop",2018-01-01,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-01,11.5,0.67,NA
"774","Phase 1","advanced blend loops",2018-01-01,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-01,12.1,0.68,NA
"775","Phase 2","conventional control loop",2018-01-08,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-08,19.2,0.69,NA
"777","Phase 1","advanced blend loops",2017-12-18,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-12-18,17.5,0.71,NA
"783","Phase 1","advanced blend loops",2017-11-27,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-11-27,16.5,0.75,NA
"784","Phase 1","advanced blend loops",2017-10-30,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-10-30,19,0.77,NA
"785","Phase 2","conventional control loop",2018-02-01,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-01,15.7,0.77,NA
"792","Phase 2","conventional control loop",2018-02-12,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-12,15.6,0.84,NA
"795","Phase 1","advanced blend loops",2017-11-06,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-11-06,18.7,0.87,NA
"796","Phase 2","conventional control loop",2018-03-08,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-08,14.4,0.87,NA
"797","Phase 2","conventional control loop",2018-01-25,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-01-25,11.1,0.89,NA
"798","Phase 2","conventional control loop",2018-03-12,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-12,18.1,0.89,NA
"803","Phase 1","advanced blend loops",2017-11-06,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-11-06,18.1,0.93,NA
"808","Phase 2","conventional control loop",2018-03-22,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-22,18.6,0.99,NA
"810","Phase 2","conventional control loop",2018-03-05,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-05,11.8,1,NA
"813","Phase 2","conventional control loop",2018-02-15,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-15,13.1,1.04,NA
"814","Phase 2","conventional control loop",2018-02-23,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-23,11.4,1.04,NA
"816","Phase 1","advanced blend loops",2017-10-30,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-10-30,18.9,1.07,NA
"817","Phase 1","advanced blend loops",2017-11-13,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-11-13,20.2,1.33,NA
"818","Phase 2","conventional control loop",2018-03-01,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-01,11.1,1.34,NA
"819","Phase 2","transition loops (Phase 2)",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-19,NA,NA,NA
"820","Phase 2","advanced blend loops",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-19,NA,NA,NA
"821","Phase 2","advanced blend loops",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-19,NA,NA,NA
"822","Phase 2","conventional control loop",2018-02-19,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-02-19,NA,NA,NA
"823","Phase 2","transition loops (Phase 2)",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-19,NA,NA,NA
"833","Phase 1","conventional control loop",2017-11-14,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-20,19.5,0.94,0
"852","Phase 2","advanced feedwater",2018-03-19,"100% advanced","Pipe_Loop","advanced_feed","Experimental",2018-03-19,12.5,0.02,0.02
"864","Phase 2","conventional feedwater",2018-03-19,"100% conventional","DWDS_F","conventional_feed","Experimental",2018-03-19,14.3,2.52,0.04
"875","Phase 2","conventional feedwater",2018-03-22,"100% conventional","DWDS_F","conventional_feed","Experimental",2018-03-22,17.5,2.03,0.06
"950","Phase 1","transition loops (Phase 1)",2017-12-03,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-04,18.4,0.02,NA
"951","Phase 1","transition loops (Phase 1)",2017-12-10,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-11,21.3,0.02,NA
"952","Phase 1","transition loops (Phase 1)",2017-12-17,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-18,18,0.02,NA
"953","Phase 2","advanced blend loops",2018-03-25,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-26,15.2,0.02,NA
"962","Phase 1","transition loops (Phase 1)",2017-12-03,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-04,18.6,0.03,NA
"963","Phase 1","conventional control loop",2017-12-03,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-04,18.3,0.03,NA
"964","Phase 1","transition loops (Phase 1)",2017-12-06,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-07,13.9,0.03,NA
"965","Phase 2","transition loops (Phase 2)",2018-03-18,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-19,10.9,0.03,NA
"966","Phase 2","transition loops (Phase 2)",2018-03-24,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-26,16.6,0.03,NA
"967","Phase 2","transition loops (Phase 2)",2018-03-25,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-26,14.9,0.03,NA
"968","Phase 2","advanced blend loops",2018-03-25,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-26,14.5,0.03,NA
"981","Phase 1","transition loops (Phase 1)",2017-11-26,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-27,15.5,0.04,NA
"982","Phase 1","transition loops (Phase 1)",2017-12-09,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-11,22.7,0.04,NA
"983","Phase 1","transition loops (Phase 1)",2017-12-09,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-11,22.8,0.04,NA
"984","Phase 1","transition loops (Phase 1)",2017-12-10,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-11,22.7,0.04,NA
"985","Phase 1","transition loops (Phase 1)",2017-12-25,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-26,19.2,0.04,NA
"986","Phase 2","transition loops (Phase 2)",2018-03-11,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-12,16.4,0.04,NA
"987","Phase 2","transition loops (Phase 2)",2018-03-21,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-22,14.8,0.04,NA
"988","Phase 2","transition loops (Phase 2)",2018-03-25,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-26,17.2,0.04,NA
"996","Phase 1","conventional control loop",2017-12-09,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-11,22.3,0.05,NA
"997","Phase 1","conventional control loop",2017-12-10,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-11,21.1,0.05,NA
"998","Phase 1","transition loops (Phase 1)",2017-12-24,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-26,14.5,0.05,NA
"999","Phase 2","transition loops (Phase 2)",2018-03-10,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-12,16.7,0.05,NA
"1000","Phase 2","advanced blend loops",2018-03-18,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-19,10.7,0.05,NA
"1001","Phase 2","advanced blend loops",2018-03-24,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-26,16.9,0.05,NA
"1017","Phase 1","transition loops (Phase 1)",2017-11-29,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-30,16.2,0.06,NA
"1018","Phase 1","transition loops (Phase 1)",2017-12-13,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-14,21.6,0.06,NA
"1019","Phase 2","transition loops (Phase 2)",2018-02-04,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-05,17.8,0.06,NA
"1020","Phase 2","transition loops (Phase 2)",2018-03-14,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-15,16.9,0.06,NA
"1021","Phase 2","advanced blend loops",2018-03-24,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-26,16.9,0.06,NA
"1032","Phase 1","transition loops (Phase 1)",2017-11-25,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-27,25.2,0.07,NA
"1033","Phase 1","transition loops (Phase 1)",2017-12-16,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-18,15.5,0.07,NA
"1034","Phase 2","transition loops (Phase 2)",2018-02-26,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-27,14.8,0.07,NA
"1035","Phase 2","transition loops (Phase 2)",2018-03-11,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-12,16.5,0.07,NA
"1036","Phase 2","advanced blend loops",2018-03-14,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-15,17.1,0.07,NA
"1037","Phase 2","transition loops (Phase 2)",2018-03-17,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-19,14.1,0.07,NA
"1047","Phase 1","transition loops (Phase 1)",2017-12-02,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-04,15.4,0.08,NA
"1048","Phase 2","transition loops (Phase 2)",2018-03-04,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-05,13.5,0.08,NA
"1049","Phase 2","transition loops (Phase 2)",2018-03-24,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-26,17.1,0.08,NA
"1059","Phase 1","transition loops (Phase 1)",2017-11-29,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-30,16.3,0.09,NA
"1060","Phase 1","conventional control loop",2017-11-29,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-30,16.1,0.09,NA
"1061","Phase 1","transition loops (Phase 1)",2017-12-02,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-04,15.7,0.09,NA
"1062","Phase 1","conventional control loop",2017-12-02,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-04,15,0.09,NA
"1063","Phase 1","transition loops (Phase 1)",2017-12-05,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-07,15.9,0.09,NA
"1064","Phase 2","advanced blend loops",2018-03-11,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-12,16.4,0.09,NA
"1065","Phase 2","transition loops (Phase 2)",2018-03-14,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-15,17.3,0.09,NA
"1071","Phase 1","transition loops (Phase 1)",2017-11-18,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-20,17.2,0.1,NA
"1072","Phase 1","transition loops (Phase 1)",2017-11-19,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-20,17.9,0.1,NA
"1073","Phase 1","transition loops (Phase 1)",2017-11-26,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-27,17.6,0.1,NA
"1074","Phase 1","transition loops (Phase 1)",2018-01-04,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-05,16.8,0.1,NA
"1075","Phase 2","transition loops (Phase 2)",2018-03-03,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-05,15.6,0.1,NA
"1080","Phase 1","transition loops (Phase 1)",2017-11-24,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-27,23,0.11,NA
"1081","Phase 1","transition loops (Phase 1)",2017-12-08,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-11,19.8,0.11,NA
"1082","Phase 1","transition loops (Phase 1)",2017-12-23,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-26,13.9,0.11,NA
"1083","Phase 2","transition loops (Phase 2)",2018-02-11,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-12,14.7,0.11,NA
"1084","Phase 2","transition loops (Phase 2)",2018-02-18,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-19,18.6,0.11,NA
"1085","Phase 2","transition loops (Phase 2)",2018-03-07,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-08,14.6,0.11,NA
"1086","Phase 2","advanced blend loops",2018-03-14,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-15,17.1,0.11,NA
"1087","Phase 2","advanced blend loops",2018-03-18,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-19,10.8,0.11,NA
"1092","Phase 1","transition loops (Phase 1)",2017-11-12,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-13,16.6,0.12,NA
"1093","Phase 1","transition loops (Phase 1)",2017-12-06,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-07,13.3,0.12,NA
"1094","Phase 1","transition loops (Phase 1)",2017-12-08,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-11,21.6,0.12,NA
"1095","Phase 2","transition loops (Phase 2)",2018-03-18,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-19,10.7,0.12,NA
